measurement_name	peak_name	t	r	signal	index_t	index_r
BD18_1711291800_ims.csv	p1	0.99075	100.012	47.2999	1707	201
BD18_1711291800_ims.csv	p2	0.47961	0	153.103	830	0
BD18_1711291800_ims.csv	p5	0.50525	0	27.217	874	0
BD18_1711291800_ims.csv	p9	0.53556	2.886	37.6018	926	6
BD18_1711291800_ims.csv	p10	0.4528	4.368	160.411	784	9
BD18_1711291800_ims.csv	p11	1.10557	97.017	19.9184	1904	195
BD18_1711291800_ims.csv	p12	0.49768	4.976	207.441	861	10
BD18_1711291800_ims.csv	p13	0.60725	74.147	22.5721	1049	149
BD18_1711291800_ims.csv	p16	0.61249	6.396	18.5994	1058	13
BD18_1711291800_ims.csv	p24	0.60667	59.14	16.1197	1048	119
BD18_1711291800_ims.csv	p26	0.58685	3.401	118.129	1014	7
BD18_1711291800_ims.csv	p28	1.11139	94.989	20.1501	1914	191
BD18_1711291800_ims.csv	p30	0.57985	7.379	15.1451	1002	15
BD18_1711291800_ims.csv	p32	1.09799	96.049	19.8053	1891	193
BD18_1711291800_ims.csv	p33	0.89691	27.83	17.9204	1546	56
BD18_1711291800_ims.csv	p34	0.7821	8.876	14.0185	1349	18
BD18_1711291800_ims.csv	p35	0.60667	91.011	96.2953	1048	183
BD18_1711291800_ims.csv	p36	0.56936	7.379	18.9864	984	15
BD18_1711291800_ims.csv	p38	1.05894	100.012	27.0497	1824	201
BD18_1711291800_ims.csv	p39	0.75937	7.909	22.8836	1310	16
BD18_1711291800_ims.csv	p42	0.49476	12.386	108.936	856	25
BD18_1711291800_ims.csv	p43	1.14053	97.453	62.0158	1964	196
BD18_1711291800_ims.csv	p45	0.53556	10.889	57.8883	926	22
BD18_1711291800_ims.csv	p46	1.084	94.989	22.1267	1867	191
BD18_1711291800_ims.csv	p48	1.02747	94.989	35.9493	1770	191
BD18_1711291800_ims.csv	p53	0.91615	28.267	16.0281	1579	57
BD18_1711291800_ims.csv	p54	0.5478	2.886	110.183	947	6
BD18_1711291800_ims.csv	p57	0.89633	93.585	15.2547	1545	188
BD18_1711291800_ims.csv	p59	1.11722	94.989	21.0075	1924	191
BD18_1711291800_ims.csv	p62	0.94704	94.989	49.9244	1632	191
BD18_1711291800_ims.csv	p63	0.5478	7.909	975.167	947	16
BD18_1711291800_ims.csv	p64	0.97793	94.989	55.3155	1685	191
BD18_1711291800_ims.csv	p65	0.59617	14.867	11.0351	1030	30
BD18_1711291800_ims.csv	p66	1.00415	96.486	44.1192	1730	194
BD18_1711291800_ims.csv	p68	0.59676	23.837	15.7008	1031	48
BD18_1711291800_ims.csv	p70	1.06302	94.989	26.4673	1831	191
BD18_1711291800_ims.csv	p71	1.07468	99.029	24.0069	1851	199
BD18_1711291800_ims.csv	p73	0.81182	28.267	12.9172	1400	57
BD18_1711291800_ims.csv	p78	1.03329	94.989	34.6884	1780	191
BD18_1711291800_ims.csv	p79	1.03096	96.486	35.0246	1776	194
BD18_1711291800_ims.csv	p81	0.92489	103.475	106.767	1594	208
BD18_1711291800_ims.csv	p82	1.0706	96.486	25.0728	1844	194
BD18_1711291800_ims.csv	p84	0.96219	94.989	50.8412	1658	191
BD18_1711291800_ims.csv	p86	1.08866	94.989	21.8248	1875	191
BD18_1711291800_ims.csv	p88	0.88875	117.437	48.1553	1532	236
BD18_1711291800_ims.csv	p89	0.61657	128.388	19.2336	1065	258
BD18_1711291800_ims.csv	p92	0.60667	136.36	35.8167	1048	274
BD18_1711291800_ims.csv	p96	0.9517	94.989	51.2684	1640	191
BD18_1711291800_ims.csv	p98	0.60608	106.033	104.525	1047	213
BD18_1711291800_ims.csv	p99	0.84621	29.312	696.635	1459	59
BD18_1711291800_ims.csv	p100	0.59617	37.752	12.4276	1030	76
BD18_1711291800_ims.csv	p101	0.95694	95.519	51.0591	1649	192
BD18_1711291800_ims.csv	p104	1.02106	94.989	37.5358	1759	191
BD18_1711291800_ims.csv	p107	1.07759	94.989	24.0011	1856	191
BD18_1711291800_ims.csv	p109	0.93188	97.017	51.8153	1606	195
BD18_1711291800_ims.csv	p110	0.7174	27.3	46.8042	1238	55
BD18_1711291800_ims.csv	p112	0.68535	32.807	35.5334	1183	66
BD18_1711291800_ims.csv	p115	0.90566	97.453	10.9648	1561	196
BD18_1711291800_ims.csv	p117	1.04204	98.499	31.3019	1795	198
BD18_1711291800_ims.csv	p119	1.01464	97.453	41.0044	1748	196
BD18_1711291800_ims.csv	p123	1.09507	96.486	20.6997	1886	194
BD18_1711291800_ims.csv	p128	0.90099	100.995	12.3408	1553	203
BD18_1711291800_ims.csv	p130	1.04903	97.017	30.3003	1807	195
BD18_1711291800_ims.csv	p131	0.64338	32.276	340.305	1111	65
BD18_1711291800_ims.csv	p133	0.61657	73.617	11.379	1065	148
BD18_1711291800_ims.csv	p134	0.73897	91.011	19.7946	1275	183
