measurement_name	peak_name	t	r	signal	index_t	index_r
BD18_1711291328_ims.csv	p1	0.47903	0	139.281	830	0
BD18_1711291328_ims.csv	p2	0.50407	0	14.3705	873	0
BD18_1711291328_ims.csv	p3	0.58556	3.541	43.2111	1013	7
BD18_1711291328_ims.csv	p4	0.45226	4.509	169.308	784	9
BD18_1711291328_ims.csv	p5	0.56926	7.426	13.423	985	15
BD18_1711291328_ims.csv	p6	0.57974	7.426	19.6044	1003	15
BD18_1711291328_ims.csv	p7	0.54889	7.426	298.849	950	15
BD18_1711291328_ims.csv	p8	0.49708	6.459	207.65	861	13
BD18_1711291328_ims.csv	p9	0.50814	10.952	42.3416	880	22
BD18_1711291328_ims.csv	p10	0.5355	8.05	70.2907	927	16
BD18_1711291328_ims.csv	p11	0.80503	19.407	15.2374	1390	39
BD18_1711291328_ims.csv	p12	0.64378	19.407	41.96	1113	39
BD18_1711291328_ims.csv	p14	0.59779	19.407	235.622	1034	39
BD18_1711291328_ims.csv	p15	0.85451	29.36	15.9744	1475	59
BD18_1711291328_ims.csv	p16	0.66124	29.36	21.8993	1143	59
BD18_1711291328_ims.csv	p17	0.68452	29.36	21.3065	1183	59
BD18_1711291328_ims.csv	p18	0.81318	29.36	33.096	1404	59
BD18_1711291328_ims.csv	p19	0.84228	29.36	20.9437	1454	59
BD18_1711291328_ims.csv	p20	0.59779	29.36	158.811	1034	59
BD18_1711291328_ims.csv	p21	0.64319	29.36	241.837	1112	59
BD18_1711291328_ims.csv	p22	0.59779	37.877	212.882	1034	76
BD18_1711291328_ims.csv	p23	0.59837	56.769	84.297	1035	114
BD18_1711291328_ims.csv	p25	0.51629	49.827	12.0183	894	100
BD18_1711291328_ims.csv	p31	0.54249	63.711	17.6165	939	128
BD18_1711291328_ims.csv	p32	0.54249	33.837	20.5825	939	68
BD18_1711291328_ims.csv	p35	0.54249	42.854	27.0006	939	86
BD18_1711291328_ims.csv	p37	0.66182	93.039	10.8437	1144	187
BD18_1711291328_ims.csv	p38	0.89409	95.597	11.4135	1543	192
BD18_1711291328_ims.csv	p39	0.90108	97.001	12.8668	1555	195
BD18_1711291328_ims.csv	p40	0.97035	97.001	43.6386	1674	195
BD18_1711291328_ims.csv	p41	0.99422	97.532	36.349	1715	196
BD18_1711291328_ims.csv	p42	0.96045	97.001	42.9236	1657	195
BD18_1711291328_ims.csv	p43	1.04021	97.532	24.5809	1794	196
BD18_1711291328_ims.csv	p44	1.09085	97.532	16.3602	1881	196
BD18_1711291328_ims.csv	p45	1.03206	97.532	25.8158	1780	196
BD18_1711291328_ims.csv	p46	1.05127	97.532	23.2291	1813	196
BD18_1711291328_ims.csv	p47	1.07164	97.532	19.9994	1848	196
BD18_1711291328_ims.csv	p48	1.09551	97.532	16.3868	1889	196
BD18_1711291328_ims.csv	p49	1.11181	97.532	16.3518	1917	196
BD18_1711291328_ims.csv	p50	1.11646	97.532	15.6729	1925	196
BD18_1711291328_ims.csv	p51	0.97501	97.001	45.2906	1682	195
BD18_1711291328_ims.csv	p52	1.0111	98.062	31.6146	1744	197
BD18_1711291328_ims.csv	p53	1.08445	97.001	17.6478	1870	195
BD18_1711291328_ims.csv	p54	1.03671	97.532	25.5008	1788	196
BD18_1711291328_ims.csv	p55	1.07804	98.062	18.1696	1859	197
BD18_1711291328_ims.csv	p57	1.05883	97.532	21.6222	1826	196
BD18_1711291328_ims.csv	p58	1.06698	98.062	20.7597	1840	197
BD18_1711291328_ims.csv	p59	1.10133	97.532	15.7019	1899	196
BD18_1711291328_ims.csv	p60	1.13975	97.532	50.3731	1965	196
BD18_1711291328_ims.csv	p64	0.73808	102.024	30.0283	1275	205
BD18_1711291328_ims.csv	p66	0.92378	100.09	120.908	1594	201
BD18_1711291328_ims.csv	p68	0.60652	102.555	95.756	1049	206
BD18_1711291328_ims.csv	p70	0.88827	116.938	36.052	1533	235
