measurement_name	peak_name	t	r	signal	index_t	index_r
BD18_1711291320_ims.csv	p1	0.47845	0	92.4319	829	0
BD18_1711291320_ims.csv	p2	0.45226	4.524	175.783	784	9
BD18_1711291320_ims.csv	p3	0.56926	7.488	13.3998	985	15
BD18_1711291320_ims.csv	p4	0.58556	3.011	52.0444	1013	6
BD18_1711291320_ims.csv	p6	0.54831	7.488	384.622	949	15
BD18_1711291320_ims.csv	p7	0.49708	6.443	200.263	861	13
BD18_1711291320_ims.csv	p8	0.50872	11.466	19.5457	881	23
BD18_1711291320_ims.csv	p9	0.53608	7.488	54.3011	928	15
BD18_1711291320_ims.csv	p10	0.64436	19.375	31.7307	1114	39
BD18_1711291320_ims.csv	p12	0.59779	19.375	185.828	1034	39
BD18_1711291320_ims.csv	p14	0.84345	29.406	12.4623	1456	59
BD18_1711291320_ims.csv	p15	0.81376	29.406	15.8502	1405	59
BD18_1711291320_ims.csv	p16	0.83646	29.406	11.0972	1444	59
BD18_1711291320_ims.csv	p17	0.66008	29.406	19.0736	1141	59
BD18_1711291320_ims.csv	p18	0.67987	29.406	12.0938	1175	59
BD18_1711291320_ims.csv	p19	0.68452	29.406	18.0874	1183	59
BD18_1711291320_ims.csv	p20	0.59779	29.406	129.399	1034	59
BD18_1711291320_ims.csv	p21	0.64319	29.406	205.48	1112	59
BD18_1711291320_ims.csv	p22	0.59779	37.315	131.773	1034	75
BD18_1711291320_ims.csv	p23	0.59837	56.769	23.6243	1035	114
BD18_1711291320_ims.csv	p24	0.64843	94.989	12.8076	1121	191
BD18_1711291320_ims.csv	p26	0.68802	79.56	27.9102	1189	160
BD18_1711291320_ims.csv	p28	0.9721	97.531	20.2701	1677	196
BD18_1711291320_ims.csv	p29	0.99305	97.531	14.5936	1713	196
BD18_1711291320_ims.csv	p30	0.97617	97.531	21.4068	1684	196
BD18_1711291320_ims.csv	p31	0.9884	97.531	15.4369	1705	196
BD18_1711291320_ims.csv	p32	0.63854	100.433	19.1912	1104	202
BD18_1711291320_ims.csv	p33	0.99946	98.046	12.2736	1724	197
BD18_1711291320_ims.csv	p34	1.00644	97.531	10.6647	1736	196
BD18_1711291320_ims.csv	p35	1.01692	97.531	10.317	1754	196
BD18_1711291320_ims.csv	p36	1.14033	97.531	14.2698	1966	196
BD18_1711291320_ims.csv	p37	0.96569	98.499	18.3522	1666	198
BD18_1711291320_ims.csv	p40	0.66124	100.963	13.4645	1143	203
BD18_1711291320_ims.csv	p41	0.92378	97.531	103.009	1594	196
BD18_1711291320_ims.csv	p43	0.73808	95.597	31.7319	1275	192
BD18_1711291320_ims.csv	p45	0.60652	99.996	101.82	1049	201
BD18_1711291320_ims.csv	p46	0.88827	117.421	40.3851	1533	236
BD18_1711291320_ims.csv	p55	0.48718	143.349	25.9336	844	288
