measurement_name	peak_name	t	r	signal	index_t	index_r
BD18_1711291652_ims.csv	p1	0.47869	0	137.919	830	0
BD18_1711291652_ims.csv	p2	0.50487	0	14.5557	875	0
BD18_1711291652_ims.csv	p3	0.58514	3.416	59.5918	1013	7
BD18_1711291652_ims.csv	p4	0.45193	4.477	191.376	784	9
BD18_1711291652_ims.csv	p5	0.57874	7.94	15.6378	1002	16
BD18_1711291652_ims.csv	p6	0.49672	6.427	215.916	861	13
BD18_1711291652_ims.csv	p7	0.56827	7.94	18.012	984	16
BD18_1711291652_ims.csv	p8	0.50836	10.935	52.1289	881	22
BD18_1711291652_ims.csv	p9	0.51359	15.865	19.8085	890	32
BD18_1711291652_ims.csv	p10	0.53628	7.94	68.3954	929	16
BD18_1711291652_ims.csv	p11	0.54791	7.41	331.942	949	15
BD18_1711291652_ims.csv	p12	0.64331	19.827	103.24	1113	40
BD18_1711291652_ims.csv	p13	0.80386	19.391	88.7219	1389	39
BD18_1711291652_ims.csv	p14	0.86553	19.827	22.633	1495	40
BD18_1711291652_ims.csv	p15	0.82772	19.827	36.1168	1430	40
BD18_1711291652_ims.csv	p16	0.84924	19.827	49.3621	1467	40
BD18_1711291652_ims.csv	p17	0.6375	23.291	18.3951	1103	47
BD18_1711291652_ims.csv	p19	0.51417	22.854	31.459	891	46
BD18_1711291652_ims.csv	p20	0.71777	29.765	13.9769	1241	60
BD18_1711291652_ims.csv	p21	0.81259	29.312	107.552	1404	59
BD18_1711291652_ims.csv	p22	0.844	29.312	92.6086	1458	59
BD18_1711291652_ims.csv	p23	0.89636	29.765	15.7093	1548	60
BD18_1711291652_ims.csv	p24	0.68461	29.765	40.7446	1184	60
BD18_1711291652_ims.csv	p25	0.64273	29.312	449.135	1112	59
BD18_1711291652_ims.csv	p26	0.57176	37.814	21.9573	990	76
BD18_1711291652_ims.csv	p27	0.83819	37.814	16.1373	1448	76
BD18_1711291652_ims.csv	p28	0.65088	45.739	12.5326	1126	92
BD18_1711291652_ims.csv	p32	0.59678	28.267	134.073	1033	57
BD18_1711291652_ims.csv	p33	0.59736	19.391	352.246	1034	39
BD18_1711291652_ims.csv	p34	0.59736	37.814	450.114	1034	76
BD18_1711291652_ims.csv	p36	0.51417	49.156	14.4576	891	99
BD18_1711291652_ims.csv	p38	0.59736	56.69	125.561	1034	114
BD18_1711291652_ims.csv	p39	0.51417	63.149	12.998	891	127
BD18_1711291652_ims.csv	p41	0.96442	96.954	46.0809	1665	195
BD18_1711291652_ims.csv	p43	1.04295	96.954	25.8873	1800	195
BD18_1711291652_ims.csv	p45	1.0761	96.954	19.8581	1857	195
BD18_1711291652_ims.csv	p46	1.10635	96.954	17.2647	1909	195
BD18_1711291652_ims.csv	p48	0.94522	96.954	53.9897	1632	195
BD18_1711291652_ims.csv	p49	1.00397	97.484	36.4783	1733	196
BD18_1711291652_ims.csv	p50	0.9778	98.015	49.4876	1688	197
BD18_1711291652_ims.csv	p51	1.02201	98.015	31.2666	1764	197
BD18_1711291652_ims.csv	p52	1.0796	97.484	19.262	1863	196
BD18_1711291652_ims.csv	p53	0.93998	98.452	57.3078	1623	198
BD18_1711291652_ims.csv	p54	1.03946	97.484	26.6298	1794	196
BD18_1711291652_ims.csv	p55	1.06331	97.484	22.3301	1835	196
BD18_1711291652_ims.csv	p56	1.08425	98.452	18.2602	1871	198
BD18_1711291652_ims.csv	p57	1.11682	98.015	17.6603	1927	197
BD18_1711291652_ims.csv	p58	1.0889	98.015	17.9867	1879	197
BD18_1711291652_ims.csv	p59	1.09646	98.015	16.2932	1892	197
BD18_1711291652_ims.csv	p60	1.01619	97.484	32.5543	1754	196
BD18_1711291652_ims.csv	p61	1.0319	97.484	28.9695	1781	196
BD18_1711291652_ims.csv	p62	1.13951	98.015	57.0772	1966	197
BD18_1711291652_ims.csv	p64	0.97372	98.015	50.1291	1681	197
BD18_1711291652_ims.csv	p65	0.89519	97.484	11.2907	1546	196
BD18_1711291652_ims.csv	p68	0.9237	100.402	122.307	1595	202
BD18_1711291652_ims.csv	p71	0.73755	102.508	25.6503	1275	206
BD18_1711291652_ims.csv	p72	0.60608	102.508	102.413	1049	206
BD18_1711291652_ims.csv	p73	0.88763	117.374	48.8612	1533	236
