measurement_name	peak_name	t	r	signal	index_t	index_r
BD18_1711291702_ims.csv	p1	0.47892	0	128.628	830	0
BD18_1711291702_ims.csv	p2	0.50453	0	14.5669	874	0
BD18_1711291702_ims.csv	p3	0.54818	2.574	11.2215	949	5
BD18_1711291702_ims.csv	p4	0.53363	2.044	16.1613	924	4
BD18_1711291702_ims.csv	p5	0.55749	3.011	14.7664	965	6
BD18_1711291702_ims.csv	p6	0.586	3.541	46.3288	1014	7
BD18_1711291702_ims.csv	p7	0.45215	4.54	190.895	784	9
BD18_1711291702_ims.csv	p8	0.58018	7.55	12.0109	1004	15
BD18_1711291702_ims.csv	p9	0.75769	8.065	22.6697	1309	16
BD18_1711291702_ims.csv	p10	0.49696	6.037	239.554	861	12
BD18_1711291702_ims.csv	p12	0.53537	7.004	54.1572	927	14
BD18_1711291702_ims.csv	p13	0.54818	7.55	515.261	949	15
BD18_1711291702_ims.csv	p14	0.57727	23.462	13.4858	999	47
BD18_1711291702_ims.csv	p15	0.59648	14.508	12.0787	1032	29
BD18_1711291702_ims.csv	p17	0.59764	19.469	66.9839	1034	39
BD18_1711291702_ims.csv	p19	0.51442	22.417	14.7276	891	45
BD18_1711291702_ims.csv	p20	0.81764	29.859	13.4421	1412	60
BD18_1711291702_ims.csv	p21	0.81356	28.907	13.806	1405	58
BD18_1711291702_ims.csv	p23	0.7606	28.907	12.558	1314	58
BD18_1711291702_ims.csv	p24	0.79086	28.907	10.3213	1366	58
BD18_1711291702_ims.csv	p25	0.84557	29.422	524.523	1460	59
BD18_1711291702_ims.csv	p27	0.91657	28.907	18.7025	1582	58
BD18_1711291702_ims.csv	p29	0.89795	28.455	26.9828	1550	57
BD18_1711291702_ims.csv	p31	0.71753	28.455	29.452	1240	57
BD18_1711291702_ims.csv	p32	0.68552	31.387	39.0632	1185	63
BD18_1711291702_ims.csv	p35	0.64304	28.455	432.106	1112	57
BD18_1711291702_ims.csv	p38	0.51442	43.337	12.4034	891	87
BD18_1711291702_ims.csv	p39	0.51442	50.794	14.0823	891	102
BD18_1711291702_ims.csv	p41	0.51442	63.726	10.3068	891	128
BD18_1711291702_ims.csv	p44	0.88573	94.567	10.053	1529	190
BD18_1711291702_ims.csv	p45	1.01959	96.58	37.2932	1759	194
BD18_1711291702_ims.csv	p48	1.00445	96.58	42.4261	1733	194
BD18_1711291702_ims.csv	p49	0.96663	97.578	52.8153	1668	196
BD18_1711291702_ims.csv	p55	0.94567	96.065	56.4782	1632	193
BD18_1711291702_ims.csv	p56	0.95499	95.535	53.0916	1648	192
BD18_1711291702_ims.csv	p58	1.06847	96.58	25.7408	1843	194
BD18_1711291702_ims.csv	p59	1.11212	97.126	20.9787	1918	195
BD18_1711291702_ims.csv	p61	1.0516	98.639	28.6061	1814	198
BD18_1711291702_ims.csv	p62	1.08011	98.109	22.5879	1863	197
BD18_1711291702_ims.csv	p63	0.97536	98.109	54.6942	1683	197
BD18_1711291702_ims.csv	p64	1.04287	96.58	31.5403	1799	194
BD18_1711291702_ims.csv	p65	1.05858	98.109	26.824	1826	197
BD18_1711291702_ims.csv	p68	1.11911	97.578	21.1452	1930	196
BD18_1711291702_ims.csv	p69	1.06265	97.578	26.4924	1833	196
BD18_1711291702_ims.csv	p70	0.94218	98.639	58.1984	1626	198
BD18_1711291702_ims.csv	p71	1.00911	96.58	40.9056	1741	194
BD18_1711291702_ims.csv	p72	1.0126	98.639	40.7225	1747	198
BD18_1711291702_ims.csv	p74	1.03414	97.578	33.7952	1784	196
BD18_1711291702_ims.csv	p76	1.10572	96.58	20.6284	1907	194
BD18_1711291702_ims.csv	p77	1.09001	97.578	21.0212	1880	196
BD18_1711291702_ims.csv	p78	1.07429	98.109	24.9577	1853	197
BD18_1711291702_ims.csv	p80	0.90202	101.556	12.5846	1557	204
BD18_1711291702_ims.csv	p81	1.08361	97.578	23.1777	1869	196
BD18_1711291702_ims.csv	p82	1.09466	97.578	20.8296	1888	196
BD18_1711291702_ims.csv	p83	1.14006	97.578	68.2194	1966	196
BD18_1711291702_ims.csv	p84	0.89504	101.041	13.1901	1545	203
BD18_1711291702_ims.csv	p86	0.97943	97.578	54.7842	1690	196
BD18_1711291702_ims.csv	p87	0.73849	104.115	21.0602	1276	209
BD18_1711291702_ims.csv	p88	0.92414	102.009	117.986	1595	205
BD18_1711291702_ims.csv	p90	0.60637	104.551	84.0592	1049	210
BD18_1711291702_ims.csv	p91	0.88806	117.031	49.5972	1533	235
