measurement_name	peak_name	t	r	signal	index_t	index_r
BD18_1711291317_ims.csv	p1	0.47903	0	147.675	830	0
BD18_1711291317_ims.csv	p2	0.5582	2.917	11.0726	966	6
BD18_1711291317_ims.csv	p3	0.58615	3.447	54.9822	1014	7
BD18_1711291317_ims.csv	p4	0.45226	4.43	157.387	784	9
BD18_1711291317_ims.csv	p5	0.57974	7.456	17.6505	1003	15
BD18_1711291317_ims.csv	p6	0.56926	7.456	17.9919	985	15
BD18_1711291317_ims.csv	p7	0.49708	6.474	214.09	861	13
BD18_1711291317_ims.csv	p9	0.50814	11.419	26.7213	880	23
BD18_1711291317_ims.csv	p10	0.54831	7.456	392.336	949	15
BD18_1711291317_ims.csv	p11	0.80503	19.328	18.2023	1390	39
BD18_1711291317_ims.csv	p13	0.64436	19.328	44.9588	1114	39
BD18_1711291317_ims.csv	p14	0.84228	29.328	24.3716	1454	59
BD18_1711291317_ims.csv	p15	0.86498	29.328	10.7237	1493	59
BD18_1711291317_ims.csv	p16	0.66008	29.328	23.75	1141	59
BD18_1711291317_ims.csv	p17	0.81318	29.328	35.351	1404	59
BD18_1711291317_ims.csv	p20	0.59779	29.328	159.148	1034	59
BD18_1711291317_ims.csv	p21	0.59779	19.328	258.873	1034	39
BD18_1711291317_ims.csv	p22	0.68511	29.328	25.9375	1184	59
BD18_1711291317_ims.csv	p23	0.64319	29.328	267.786	1112	59
BD18_1711291317_ims.csv	p24	0.59779	37.783	216.54	1034	76
BD18_1711291317_ims.csv	p25	0.6496	45.177	11.4358	1123	91
BD18_1711291317_ims.csv	p26	0.59779	56.628	69.8374	1034	114
BD18_1711291317_ims.csv	p28	1.1217	96.954	13.4949	1934	195
BD18_1711291317_ims.csv	p29	0.9558	97.406	41.3771	1649	196
BD18_1711291317_ims.csv	p30	0.88943	97.406	10.7061	1535	196
BD18_1711291317_ims.csv	p31	1.04719	97.406	20.8998	1806	196
BD18_1711291317_ims.csv	p32	1.06873	97.406	17.83	1843	196
BD18_1711291317_ims.csv	p33	0.94823	97.406	42.022	1636	196
BD18_1711291317_ims.csv	p34	1.0175	97.406	26.4727	1755	196
BD18_1711291317_ims.csv	p35	0.98898	97.406	35.4432	1706	196
BD18_1711291317_ims.csv	p36	1.03031	97.406	23.5324	1777	196
BD18_1711291317_ims.csv	p37	1.09784	97.406	14.3117	1893	196
BD18_1711291317_ims.csv	p39	0.89817	96.954	12.1318	1550	195
BD18_1711291317_ims.csv	p40	1.0565	97.406	19.5382	1822	196
BD18_1711291317_ims.csv	p41	0.89409	97.936	11.2345	1543	197
BD18_1711291317_ims.csv	p42	0.97384	97.406	42.6715	1680	196
BD18_1711291317_ims.csv	p43	1.00644	97.406	29.8381	1736	196
BD18_1711291317_ims.csv	p44	1.06407	97.406	18.0624	1835	196
BD18_1711291317_ims.csv	p45	1.1054	97.936	13.4583	1906	197
BD18_1711291317_ims.csv	p46	1.11064	96.954	13.5592	1915	195
BD18_1711291317_ims.csv	p48	1.11705	97.406	14.515	1926	196
BD18_1711291317_ims.csv	p49	1.03962	97.406	21.2369	1793	196
BD18_1711291317_ims.csv	p50	1.07979	97.406	16.0621	1862	196
BD18_1711291317_ims.csv	p51	1.08969	97.936	14.0824	1879	197
BD18_1711291317_ims.csv	p52	1.13917	97.406	43.7734	1964	196
BD18_1711291317_ims.csv	p53	0.92378	99.512	120.768	1594	200
BD18_1711291317_ims.csv	p55	0.66124	102.398	11.675	1143	206
BD18_1711291317_ims.csv	p56	0.73866	94.036	29.7852	1276	189
BD18_1711291317_ims.csv	p58	0.60652	101.961	101.582	1049	205
BD18_1711291317_ims.csv	p60	0.88769	116.891	40.6306	1532	235
