measurement_name	peak_name	t	r	signal	index_t	index_r
BD18_1408280844_ims.csv	p1	0.47876	0	36.8588	839	0
BD18_1408280844_ims.csv	p2	0.50293	0	10.1467	881	0
BD18_1408280844_ims.csv	p3	0.7527	4.071	10.869	1315	8
BD18_1408280844_ims.csv	p4	0.89773	3.541	11.0813	1567	7
BD18_1408280844_ims.csv	p5	0.58868	4.071	19.8392	1030	8
BD18_1408280844_ims.csv	p6	0.62264	4.071	14.4716	1089	8
BD18_1408280844_ims.csv	p7	0.85917	4.071	10.8389	1500	8
BD18_1408280844_ims.csv	p8	0.63645	3.01	22.4988	1113	6
BD18_1408280844_ims.csv	p9	0.69055	4.071	15.4625	1207	8
BD18_1408280844_ims.csv	p11	0.79529	3.541	26.3355	1389	7
BD18_1408280844_ims.csv	p12	0.45459	6.021	10.9031	797	12
BD18_1408280844_ims.csv	p13	0.49718	6.474	36.0504	871	13
BD18_1408280844_ims.csv	p14	0.54782	7.534	227.039	959	15
BD18_1408280844_ims.csv	p15	0.81773	29.453	20.2416	1428	59
BD18_1408280844_ims.csv	p17	0.75903	28.922	14.4153	1326	58
BD18_1408280844_ims.csv	p18	0.94434	29.453	10.5986	1648	59
BD18_1408280844_ims.csv	p19	0.79471	29.889	12.978	1388	60
BD18_1408280844_ims.csv	p20	0.76364	29.453	13.7486	1334	59
BD18_1408280844_ims.csv	p21	0.78435	29.453	14.1939	1370	59
BD18_1408280844_ims.csv	p22	0.80219	29.453	14.7996	1401	59
BD18_1408280844_ims.csv	p23	0.84651	29.453	198.866	1478	59
BD18_1408280844_ims.csv	p24	0.87816	29.453	27.7677	1533	59
BD18_1408280844_ims.csv	p25	0.89658	29.453	21.624	1565	59
BD18_1408280844_ims.csv	p26	0.91672	29.453	31.0931	1600	59
BD18_1408280844_ims.csv	p27	0.64451	29.453	236.6	1127	59
BD18_1408280844_ims.csv	p29	1.00017	96.486	42.1467	1745	194
BD18_1408280844_ims.csv	p30	1.05657	96.486	23.1311	1843	194
BD18_1408280844_ims.csv	p31	1.02779	96.486	31.4798	1793	194
BD18_1408280844_ims.csv	p32	1.12217	96.486	18.0604	1957	194
BD18_1408280844_ims.csv	p33	0.96161	96.486	45.1158	1678	194
BD18_1408280844_ims.csv	p35	0.94434	96.486	45.1395	1648	194
BD18_1408280844_ims.csv	p37	1.05254	97.016	24.2645	1836	195
BD18_1408280844_ims.csv	p38	1.01628	96.486	36.0305	1773	194
BD18_1408280844_ims.csv	p39	1.06808	96.486	21.333	1863	194
BD18_1408280844_ims.csv	p40	1.07556	96.486	19.6488	1876	194
BD18_1408280844_ims.csv	p41	1.06117	96.486	22.5099	1851	194
BD18_1408280844_ims.csv	p42	1.11584	96.486	19.2678	1946	194
BD18_1408280844_ims.csv	p43	1.08131	97.016	19.5696	1886	195
BD18_1408280844_ims.csv	p45	0.95528	96.486	45.1043	1667	194
BD18_1408280844_ims.csv	p46	1.08879	97.016	17.6574	1899	195
BD18_1408280844_ims.csv	p47	1.13944	96.486	27.7649	1987	194
BD18_1408280844_ims.csv	p48	1.0324	97.016	30.2822	1801	195
BD18_1408280844_ims.csv	p49	1.04736	96.486	25.7449	1827	194
BD18_1408280844_ims.csv	p50	1.09628	97.016	16.303	1912	195
BD18_1408280844_ims.csv	p52	0.92593	94.005	75.6373	1616	189
BD18_1408280844_ims.csv	p53	0.98002	96.486	60.0168	1710	194
BD18_1408280844_ims.csv	p54	0.60652	102.429	38.886	1061	206
BD18_1408280844_ims.csv	p55	0.88909	116.391	24.5199	1552	234
