measurement_name	peak_name	t	r	signal	index_t	index_r
BD18_1408280838_ims.csv	p1	0.47887	0	43.8771	839	0
BD18_1408280838_ims.csv	p2	0.63602	2.418	14.6732	1112	5
BD18_1408280838_ims.csv	p3	0.69013	3.931	19.4731	1206	8
BD18_1408280838_ims.csv	p4	0.71258	3.931	10.6079	1245	8
BD18_1408280838_ims.csv	p5	0.58825	3.931	27.2571	1029	8
BD18_1408280838_ims.csv	p6	0.62278	3.931	17.4946	1089	8
BD18_1408280838_ims.csv	p7	0.75403	4.462	13.1222	1317	9
BD18_1408280838_ims.csv	p8	0.79605	3.401	24.6931	1390	7
BD18_1408280838_ims.csv	p9	0.4973	6.958	31.1075	871	14
BD18_1408280838_ims.csv	p10	0.54853	7.941	76.1271	960	16
BD18_1408280838_ims.csv	p11	0.45412	5.881	10.9711	796	12
BD18_1408280838_ims.csv	p12	0.81332	29.297	135.451	1420	59
BD18_1408280838_ims.csv	p13	0.83922	29.297	96.5971	1465	59
BD18_1408280838_ims.csv	p14	0.85304	29.297	74.357	1489	59
BD18_1408280838_ims.csv	p15	0.91751	28.86	14.6303	1601	58
BD18_1408280838_ims.csv	p16	0.64408	29.297	203.773	1126	59
BD18_1408280838_ims.csv	p17	0.59803	30.81	88.129	1046	62
BD18_1408280838_ims.csv	p19	0.59861	19.297	67.115	1047	39
BD18_1408280838_ims.csv	p21	0.59803	37.284	84.6573	1046	75
BD18_1408280838_ims.csv	p22	0.57846	40.248	10.2274	1012	81
BD18_1408280838_ims.csv	p23	0.59861	46.722	25.8073	1047	94
BD18_1408280838_ims.csv	p24	0.59861	56.207	258.955	1047	113
BD18_1408280838_ims.csv	p25	0.96644	96.408	20.6924	1686	194
BD18_1408280838_ims.csv	p26	0.89794	97.469	13.4524	1567	196
BD18_1408280838_ims.csv	p27	1.01882	96.408	10.6193	1777	194
BD18_1408280838_ims.csv	p28	1.00558	96.845	12.0942	1754	195
BD18_1408280838_ims.csv	p30	0.9486	96.845	22.5357	1655	195
BD18_1408280838_ims.csv	p31	0.95608	96.408	21.4758	1668	194
BD18_1408280838_ims.csv	p32	0.90715	96.408	19.7872	1583	194
BD18_1408280838_ims.csv	p33	0.97968	96.408	28.6948	1709	194
BD18_1408280838_ims.csv	p34	0.92557	96.408	64.6476	1615	194
BD18_1408280838_ims.csv	p35	0.60724	99.419	45.7769	1062	200
BD18_1408280838_ims.csv	p37	0.88931	116.298	22.3609	1552	234
