measurement_name	peak_name	t	r	signal	index_t	index_r
BD18_1408280851_ims.csv	p1	0.47899	0	57.7583	839	0
BD18_1408280851_ims.csv	p2	0.89815	3.385	13.6549	1567	7
BD18_1408280851_ims.csv	p3	0.58839	3.916	13.2396	1029	8
BD18_1408280851_ims.csv	p4	0.62293	3.916	12.2534	1089	8
BD18_1408280851_ims.csv	p5	0.63675	2.933	26.952	1113	6
BD18_1408280851_ims.csv	p6	0.6903	3.916	13.9006	1206	8
BD18_1408280851_ims.csv	p7	0.79682	3.916	26.8185	1391	8
BD18_1408280851_ims.csv	p8	0.86015	3.916	10.9264	1501	8
BD18_1408280851_ims.csv	p9	0.49684	6.942	34.5333	870	14
BD18_1408280851_ims.csv	p10	0.54866	7.909	71.4286	960	16
BD18_1408280851_ims.csv	p11	0.45365	6.412	20.2498	795	13
BD18_1408280851_ims.csv	p12	0.63905	22.813	13.3724	1117	46
BD18_1408280851_ims.csv	p16	0.59875	19.266	119.86	1047	39
BD18_1408280851_ims.csv	p17	0.78357	28.772	10.0996	1368	58
BD18_1408280851_ims.csv	p18	0.81351	28.772	167.481	1420	58
BD18_1408280851_ims.csv	p19	0.84115	29.303	132.142	1468	59
BD18_1408280851_ims.csv	p20	0.91773	29.74	14.2569	1601	60
BD18_1408280851_ims.csv	p22	0.64424	28.772	205.888	1126	58
BD18_1408280851_ims.csv	p23	0.59817	31.783	73.827	1046	64
BD18_1408280851_ims.csv	p24	0.59817	37.259	136.758	1046	75
BD18_1408280851_ims.csv	p25	0.59875	46.666	25.092	1047	94
BD18_1408280851_ims.csv	p27	0.83309	55.636	16.1207	1454	112
BD18_1408280851_ims.csv	p28	0.82618	56.166	14.6384	1442	113
BD18_1408280851_ims.csv	p30	0.84633	56.166	13.9176	1477	113
BD18_1408280851_ims.csv	p31	0.8613	56.166	21.6831	1503	113
BD18_1408280851_ims.csv	p32	0.59817	55.636	455.114	1046	112
BD18_1408280851_ims.csv	p34	0.89182	93.871	11.0126	1556	189
BD18_1408280851_ims.csv	p36	0.95228	96.445	38.9975	1661	194
BD18_1408280851_ims.csv	p37	1.04498	96.445	20.4959	1822	194
BD18_1408280851_ims.csv	p38	1.09046	96.445	13.3915	1901	194
BD18_1408280851_ims.csv	p39	1.05131	96.445	18.9077	1833	194
BD18_1408280851_ims.csv	p40	1.05649	96.445	18.1669	1842	194
BD18_1408280851_ims.csv	p41	1.10658	95.915	12.1983	1929	193
BD18_1408280851_ims.csv	p42	1.12098	95.915	14.2688	1954	193
BD18_1408280851_ims.csv	p43	1.0254	96.898	24.4415	1788	195
BD18_1408280851_ims.csv	p44	1.08528	96.445	13.6814	1892	194
BD18_1408280851_ims.csv	p45	0.94767	96.445	39.8896	1653	194
BD18_1408280851_ims.csv	p46	1.08125	96.445	13.6961	1885	194
BD18_1408280851_ims.csv	p47	1.09507	96.445	12.7794	1909	194
BD18_1408280851_ims.csv	p48	1.12731	96.445	13.0766	1965	194
BD18_1408280851_ims.csv	p49	1.10083	95.915	12.1939	1919	193
BD18_1408280851_ims.csv	p50	1.1394	96.445	20.5183	1986	194
BD18_1408280851_ims.csv	p51	1.02079	96.445	26.342	1780	194
BD18_1408280851_ims.csv	p52	1.1158	96.898	14.5038	1945	195
BD18_1408280851_ims.csv	p53	1.07434	96.898	15.1407	1873	195
BD18_1408280851_ims.csv	p54	1.11119	96.445	12.936	1937	194
BD18_1408280851_ims.csv	p55	1.03634	96.445	22.2582	1807	194
BD18_1408280851_ims.csv	p56	0.95573	96.445	38.4686	1667	194
BD18_1408280851_ims.csv	p57	0.96264	95.915	39.1686	1679	193
BD18_1408280851_ims.csv	p58	0.97991	96.445	51.7744	1709	194
BD18_1408280851_ims.csv	p60	0.92579	97.881	77.9786	1615	197
BD18_1408280851_ims.csv	p62	0.60796	101.344	36.7163	1063	204
BD18_1408280851_ims.csv	p63	0.88952	116.257	17.756	1552	234
